id,start,end,pos
10000,32070,32117,9
10000,32117,32349,6
10000,32349,32454,0
10000,32454,32658,10
10000,32658,33006,0
10000,33006,37923,1
10000,37923,38129,0
10000,38129,38138,5
10000,38138,38219,0
10000,38219,40935,3
10000,40935,40985,0
10000,40985,41023,5
10000,41023,41040,0
10000,41040,41052,5
10000,41052,41227,0
10000,41227,41289,10
10002,32320,32341,9
10002,32341,32739,6
10002,32739,33005,0
10002,33005,35069,1
10002,35069,35238,0
10002,35238,35264,5
10002,35264,35298,0
10002,35298,39029,3
10002,39029,39071,0
10002,39071,39557,5
10002,39557,39585,0
10002,39585,39647,10
10002,39647,39812,0
10002,39812,41320,1
10002,41320,41344,0
10002,41344,41524,10
10002,41524,41738,0
10003,31450,31481,9
10003,31481,31869,6
10003,31869,31877,9
10003,31877,31911,6
10003,31911,32003,0
10003,32003,32150,10
10003,32150,32579,0
10003,32579,37876,1
10003,37876,37916,0
10003,37916,38189,10
10003,38189,38539,0
10003,38539,38563,5
10003,38563,38594,0
10003,38594,40455,3
10003,40455,40464,0
10003,40464,40490,5
10003,40490,40663,0
10003,40663,41651,1
10004,31550,31583,9
10004,31583,31759,6
10004,31759,31767,9
10004,31767,31815,0
10004,31815,31830,5
10004,31830,31869,0
10004,31869,31979,10
10004,31979,32135,0
10004,32135,32427,2
10004,32427,32483,0
10004,32483,35207,1
10004,35207,35379,0
10004,35379,35386,5
10004,35386,35428,0
10004,35428,39522,3
10004,39522,39531,0
10004,39531,39549,5
10004,39549,39558,0
10004,39558,39647,10
10004,39647,39657,0
10004,39657,39677,5
10004,39677,40308,0
10004,40308,40317,5
10012,31800,31818,9
10012,31818,31989,6
10012,31989,32007,9
10012,32007,32107,0
10012,32107,37854,2
10012,37854,37944,0
10012,37944,38650,9
10012,38650,38745,0
10012,38745,38759,14
10012,38759,38817,0
10012,38817,39068,10
10012,39068,39096,0
10012,39096,41339,1
10012,41339,41377,0
10012,41377,42799,2
10014,31940,31977,9
10014,31977,32359,6
10014,32359,32552,0
10014,32552,32919,10
10014,32919,33084,0
10014,33084,33091,14
10014,33091,33116,0
10014,33116,38043,1
10014,38043,38294,0
10014,38294,38324,5
10014,38324,38394,0
10014,38394,40907,3
10014,40907,40938,0
10014,40938,40970,5
10014,40970,40988,0
10014,40988,41409,10
10014,41409,41419,0
10014,41419,41729,5
10014,41729,41759,0
10014,41759,41768,5
10014,41768,41941,0
10014,41941,43167,1
10014,43167,43213,0
10014,43213,43223,14
10015,31700,31721,9
10015,31721,31989,6
10015,31989,31997,9
10015,31997,32099,0
10015,32099,32568,2
10015,32568,32742,0
10015,32742,34681,1
10015,34681,34703,0
10015,34703,34787,10
10015,34787,34953,0
10015,34953,34969,5
10015,34969,34986,0
10015,34986,36618,3
10015,36618,36640,0
10015,36640,37087,5
10015,37087,37111,0
10015,37111,37197,10
10015,37197,37305,0
10015,37305,39127,2
10015,39127,39212,0
10015,39212,41425,1
10015,41425,41628,0
10015,41628,41740,10
10015,41740,42002,0
10015,42002,42123,1
10021,31680,31711,9
10021,31711,31929,6
10021,31929,31937,9
10021,31937,32447,0
10021,32447,34969,2
10021,34969,35064,0
10021,35064,35109,10
10021,35109,35146,0
10021,35146,37522,1
10021,37522,37694,0
10021,37694,37729,10
10021,37729,37752,0
10021,37752,37768,5
10021,37768,37799,0
10021,37799,37824,5
10021,37824,38616,0
10021,38616,38631,14
10021,38631,38764,0
10021,38764,41177,8
10021,41177,41259,0
10021,41259,41358,10
10021,41358,41534,0
10021,41534,41835,2
10021,41835,41910,0
10021,41910,42786,1
10021,42786,42914,0
10022,34580,34595,9
10022,34595,34609,6
10022,34609,34626,9
10022,34626,35049,6
10022,35049,35084,0
10022,35084,35093,5
10022,35093,35703,0
10022,35703,35717,5
10022,35717,35850,0
10022,35850,37517,1
10022,37517,37548,0
10022,37548,37719,10
10022,37719,37821,0
10022,37821,40722,2
10022,40722,40826,0
10022,40826,42756,8
10026,31500,31522,9
10026,31522,31689,6
10026,31689,31791,0
10026,31791,32582,2
10026,32582,32769,0
