area,time,second,num
分会场A,7:31:00,27060,0
分会场A,7:31:30,27090,0
分会场A,7:32:00,27120,0
分会场A,7:32:30,27150,0
分会场A,7:33:00,27180,0
分会场A,7:33:30,27210,0
分会场A,7:34:00,27240,0
分会场A,7:34:30,27270,0
分会场A,7:35:00,27300,0
分会场A,7:35:30,27330,0
分会场A,7:36:00,27360,0
分会场A,7:36:30,27390,0
分会场A,7:37:00,27420,0
分会场A,7:37:30,27450,0
分会场A,7:38:00,27480,0
分会场A,7:38:30,27510,0
分会场A,7:39:00,27540,0
分会场A,7:39:30,27570,0
分会场A,7:40:00,27600,0
分会场A,7:40:30,27630,0
分会场A,7:41:00,27660,0
分会场A,7:41:30,27690,0
分会场A,7:42:00,27720,0
分会场A,7:42:30,27750,0
分会场A,7:43:00,27780,0
分会场A,7:43:30,27810,0
分会场A,7:44:00,27840,0
分会场A,7:44:30,27870,0
分会场A,7:45:00,27900,0
分会场A,7:45:30,27930,0
分会场A,7:46:00,27960,0
分会场A,7:46:30,27990,0
分会场A,7:47:00,28020,0
分会场A,7:47:30,28050,0
分会场A,7:48:00,28080,0
分会场A,7:48:30,28110,0
分会场A,7:49:00,28140,0
分会场A,7:49:30,28170,0
分会场A,7:50:00,28200,0
分会场A,7:50:30,28230,0
分会场A,7:51:00,28260,0
分会场A,7:51:30,28290,0
分会场A,7:52:00,28320,0
分会场A,7:52:30,28350,0
分会场A,7:53:00,28380,0
分会场A,7:53:30,28410,0
分会场A,7:54:00,28440,0
分会场A,7:54:30,28470,0
分会场A,7:55:00,28500,0
分会场A,7:55:30,28530,0
分会场A,7:56:00,28560,0
分会场A,7:56:30,28590,0
分会场A,7:57:00,28620,0
分会场A,7:57:30,28650,0
分会场A,7:58:00,28680,0
分会场A,7:58:30,28710,0
分会场A,7:59:00,28740,0
分会场A,7:59:30,28770,0
分会场A,8:00:00,28800,0
分会场A,8:00:30,28830,0
分会场A,8:01:00,28860,0
分会场A,8:01:30,28890,0
分会场A,8:02:00,28920,0
分会场A,8:02:30,28950,0
分会场A,8:03:00,28980,0
分会场A,8:03:30,29010,0
分会场A,8:04:00,29040,0
分会场A,8:04:30,29070,0
分会场A,8:05:00,29100,0
分会场A,8:05:30,29130,0
分会场A,8:06:00,29160,0
分会场A,8:06:30,29190,0
分会场A,8:07:00,29220,0
分会场A,8:07:30,29250,0
分会场A,8:08:00,29280,0
分会场A,8:08:30,29310,0
分会场A,8:09:00,29340,0
分会场A,8:09:30,29370,0
分会场A,8:10:00,29400,0
分会场A,8:10:30,29430,0
分会场A,8:11:00,29460,0
分会场A,8:11:30,29490,0
分会场A,8:12:00,29520,0
分会场A,8:12:30,29550,0
分会场A,8:13:00,29580,0
分会场A,8:13:30,29610,0
分会场A,8:14:00,29640,0
分会场A,8:14:30,29670,0
分会场A,8:15:00,29700,0
分会场A,8:15:30,29730,0
分会场A,8:16:00,29760,0
分会场A,8:16:30,29790,0
分会场A,8:17:00,29820,0
分会场A,8:17:30,29850,0
分会场A,8:18:00,29880,0
分会场A,8:18:30,29910,0
分会场A,8:19:00,29940,0
分会场A,8:19:30,29970,0
分会场A,8:20:00,30000,0
分会场A,8:20:30,30030,0
分会场A,8:21:00,30060,0
分会场A,8:21:30,30090,0
分会场A,8:22:00,30120,0
分会场A,8:22:30,30150,0
分会场A,8:23:00,30180,0
分会场A,8:23:30,30210,0
